,Unnamed: 0,badge,firstname,lastname,middle,scopus,score,match_1
3604,3604,51061,Jyotsana,Lal,,55534290500,1,Jyotsana Lal
3605,3605,51025,Boyana,Norris,R,7101804546,0.928571429,Boyana Norris
3606,3606,51187,Martin,Alcorta,,23092936100,1,Martin Alcorta
3609,3609,51370,Igor,Veryovkin,V,6603894307,0.96969697,Igor V. Veryovkin
3616,3616,52284,Kyeong,Lee,O,56420722000,0.96,Kyeong O. Lee
3623,3623,52845,Dmitry,Karpeev,A,35237130400,0.96969697,Dmitry A. Karpeev
3625,3625,87640,Subramanian,Ramakrishnan,,7201978449,1,Subramanian Ramakrishnan
3626,3626,53358,Ilias,Belharouak,,55893925200,1,Ilias Belharouak
3632,3632,54086,Charles,Bacon,A,44860918000,0.928571429,Charles Bacon
3636,3636,54226,Stephen,Goldberg,M,47961951700,0.941176471,Stephen Goldberg
3640,3640,55318,Theron,Voran,R,8945526700,0.923076923,Theron Voran
3641,3641,65416,Craig,Schwartz,P,35305736700,0.96969697,Craig P. Schwartz
3643,3643,216029,Amit,Sharma,R,55482790500,0.962962963,Amit R. Sharma
3644,3644,57049,Chi Bum,Bahn,,7004223398,1,Chi Bum Bahn
3645,3645,57956,Paul,Benda,L,8572854700,0.96,Paul L. Benda
3646,3646,65809,Matthew,Pelton,A,7003809744,0.933333333,Matthew Pelton
3647,3647,59992,Justin,Walker,W,56419151300,0.928571429,Justin Walker
3652,3652,221122,John,Kelly,J,55462305000,0.96,John J. Kelly
3654,3654,83402,Daniel,Shoemaker,P,24081183700,0.972972973,Daniel P. Shoemaker
3656,3656,59909,Timothy,Smith,A,55649570195,0.967741935,Timothy A. Smith
3658,3658,56337,Ali,Cinar,,26429133400,1,Ali Cinar
3659,3659,217279,Bryan,Ringstrand,S,10440154200,0.972972973,Bryan S. Ringstrand
3660,3660,200767,Douglas,Nelson,J,7404329707,0.96969697,Douglas J. Nelson
3662,3662,222067,Khadija,Yassin Lakhsassi,,55352044000,1,Khadija Yassin Lakhsassi
3667,3667,80918,Naranbaatar,Dashdorj,,23469383400,1,Naranbaatar Dashdorj
3670,3670,57299,Yu,Lei,,56344863700,1,Yu Lei
3671,3671,57068,Alfred,Sattelberger,P,6603763317,0.976744186,Alfred P. Sattelberger
3672,3672,205097,Michael,Latimer,L,37000094400,0.971428571,Michael L. Latimer
3673,3673,57132,Christian,Buth,,6603680450,1,Christian Buth
3677,3677,57139,Peter,Brune,R,55226334100,0.962962963,Peter R. Brune
3679,3679,217897,Drew,Latta,E,54899728700,0.96,Drew E. Latta
3680,3680,210879,Michael,Slater,D,54413292700,0.96969697,Michael D. Slater
3683,3683,57634,Manoj,Narayanan,,35495400800,1,Manoj Narayanan
3685,3685,216688,Nicholas,Matthias,S,43861564400,0.974358974,Nicholas S. Matthias
3686,3686,69620,Vilas,Pol,G,7003373214,0.956521739,Vilas G. Pol
3687,3687,57752,Michael,McCourt,J,36548563100,0.9375,Michael McCourt
3689,3689,57809,Chan,Park,Y,55728028100,0.956521739,Chan Y. Park
3691,3691,221694,Daniel,Smith,P,55139227900,0.965517241,Daniel P. Smith
3692,3692,81684,Karah,Knope,E,16480559800,0.962962963,Karah E. Knope
3694,3694,58245,Elizabeth,Mader,A,7005899029,0.971428571,Elizabeth A. Mader
3695,3695,58265,Jared,Wilkening,R,25226014600,0.9375,Jared Wilkening
3699,3699,58277,Oleg,Roderick,E,35240520500,0.928571429,Oleg Roderick
3700,3700,200840,Kristina,Lawyer,M,36465388300,0.9375,Kristina Lawyer
3702,3702,82304,Leyun,Wang,,52464705400,1,Leyun Wang
3708,3708,215820,Jing,Huang,,7407189188,1,Jing Huang
3709,3709,218555,Peter,Littlewood,B,7004791520,0.972972973,Peter B. Littlewood
3710,3710,58696,Yue,Wu,,15924273900,1,Yue Wu
3711,3711,58738,Genfa,Wu,,55884813800,1,Genfa Wu
3713,3713,219390,Francesco,Bellucci,,7005610882,1,Francesco Bellucci
3716,3716,219702,Theodore,Flynn,M,36867015900,0.96969697,Theodore M. Flynn
3718,3718,221866,Eda,Gjergo,,55552289700,1,Eda Gjergo
3719,3719,83973,Michael,Mara,W,36704882300,0.965517241,Michael W. Mara
3720,3720,220918,Yun,Luo,,55569360800,1,Yun Luo
3721,3721,84102,Chad,Folkman,M,15131096500,0.965517241,Chad M. Folkman
3722,3722,59315,Kadir,Aydemir,,23977451100,1,Kadir Aydemir
3723,3723,203133,Xiaohuan,Fu,,54895670100,1,Xiaohuan Fu
3724,3724,58984,Marc,Johnson,J,36481538400,0.933333333,Marc J A Johnson
3732,3732,59218,Clark,Hochgraf,G,6508367297,0.96969697,Clark G. Hochgraf
3733,3733,59173,John,Jacobi,H,55995292400,0.962962963,John H. Jacobi
3734,3734,203288,Michael,Burke,P,7402868747,0.967741935,Michael P. Burke
3735,3735,59162,Marcienne,Scofield,A,55994728000,0.975609756,Marcienne A. Scofield
3736,3736,59273,Molly,Devane,K,54683620600,0.965517241,Molly K. Devane
3738,3738,59311,Edgar,Palacios,,36705043800,1,Edgar Palacios
3740,3740,222380,Marta,Baginska,,36609917000,1,Marta Baginska
3741,3741,216466,Kuilin,Zhang,,23487487900,1,Kuilin Zhang
3746,3746,59552,Arnaud,Demortiere,,18436799300,1,Arnaud Demortiere
3749,3749,59561,Vincent,Vlaminck,E,25522722100,0.941176471,Vincent Vlaminck
3750,3750,206440,Sylvia,Lou,J,54784931400,0.96,Sylvia J. Lou
3751,3751,211692,Nemanja,Danilovic,,26534274700,1,Nemanja Danilovic
3754,3754,59964,Dipanwita,Ray,,14025927200,1,Dipanwita Ray
3756,3756,217277,Nickolas,Groll,R,26030313900,0.96969697,Nickolas R. Groll
3757,3757,59911,Shengye,Jin,,55330750700,1,Shengye Jin
3758,3758,59966,Jiayuan,Meng,,12800081800,1,Jiayuan Meng
3759,3759,210880,Valentin,Stanev,G,25650914800,0.971428571,Valentin G. Stanev
3761,3761,215960,Jier,Huang,,23060956200,1,Jier Huang
3765,3765,213060,Patrick,Lynch,T,15923314900,0.967741935,Patrick T. Lynch
3768,3768,210004,Anshul,Kogar,,36056692900,1,Anshul Kogar
3770,3770,215526,Srikanth,Arisetty,,15839001400,1,Srikanth Arisetty
3774,3774,215749,Matthew,Dietrich,R,24390580200,0.972972973,Matthew R. Dietrich
3775,3775,215937,Lei,Wang,,54399604100,1,Lei Wang
3777,3777,219303,Kathryn,Huff,D,55636448200,0.965517241,Kathryn D. Huff
3779,3779,216682,Sunshine,Silver,C,26433856100,0.971428571,Sunshine C. Silver
3781,3781,216684,Yi-Wen,Chiu,,26530725000,0.909090909,Yi Wen Chiu
3782,3782,217518,Chenhui,Zhu,,55471967600,1,Chenhui Zhu
3783,3783,217203,Jung Ho,Lee,,55367226000,1,Jung Ho Lee
3785,3785,219896,John,Grime,M,36005142900,0.923076923,John M A Grime
3786,3786,216083,Jingjing,Liu,,54882024100,1,Jingjing Liu
3791,3791,217384,Christian,Schulze,,35183861100,0.96969697,Christian Schulz
3792,3792,217832,Jung-Je,Woo,,56539225800,0.909090909,Jung Je Woo
3796,3796,218390,Orlando,Quaranta,,16679365200,1,Orlando Quaranta
3797,3797,218444,June Hyuk,Lee,,36621750700,1,June Hyuk Lee
3799,3799,218471,Edith,Perret,,25645055100,1,Edith Perret
3801,3801,219455,Maricris,Mayes,L,44861568900,0.96969697,Maricris L. Mayes
3802,3802,218411,Heechang,Na,,36768807000,1,Heechang Na
3803,3803,218418,Sebastian,Peukert,L,32868006700,0.974358974,Sebastian L. Peukert
3804,3804,219958,Siwei,Wang,,55822633500,1,Siwei Wang
3806,3806,219703,Elina,Vitol,A,12645485300,0.962962963,Elina A. Vitol
3807,3807,218567,David,Childers,J,55447464200,0.96969697,David J. Childers
3809,3809,218670,Joseph,Kubal,J,56104909700,0.965517241,Joseph J. Kubal
3810,3810,221282,Yeonsook,Heo,,36453801700,1,Yeonsook Heo
3812,3812,219552,Yawei,Yang,,55888809900,1,Yawei Yang
3813,3813,224556,Su Han,Park,,23493335100,1,Su Han Park
3814,3814,219008,Kyle,Felker,G,55503362600,0.962962963,Kyle G. Felker
3816,3816,221211,Yuan,Gao,,56297468100,1,Yuan Gao
3818,3818,225986,Yinbin,Miao,,55656767200,1,Yinbin Miao
3820,3820,219320,Amol,Upadhye,R,10639121200,0.923076923,Amol Upadhye
3823,3823,221187,Suman,Bhattacharya,,7404284726,1,Suman Bhattacharya
3824,3824,222774,Xiaofeng,Zhang,,55542128100,1,Xiaofeng Zhang
3825,3825,219893,Maksym,Kryvohuz,,8707957100,1,Maksym Kryvohuz
3827,3827,219835,Pawel,Dworzanski,L,56358844100,0.941176471,Pawel Dworzanski
3828,3828,219953,Yang,Yang,,55835771700,1,Yang Yang
3831,3831,221638,Ye,Zhu,,55634513200,1,Ye Zhu
3833,3833,226105,Sudeep,Das,,55365310800,1,Sudeep Das
3834,3834,222009,Ying,Piao,,56011217100,1,Ying Piao
3835,3835,222538,Hoon,Lee,,56420819400,1,Hoon Lee
3839,3839,222488,Matthew,Kade,J,18037794800,0.965517241,Matthew J. Kade
3841,3841,226732,Steven,Kraft,J,35488198900,0.965517241,Steven J. Kraft
3842,3842,223599,Adrian,Lange,W,7202217242,0.965517241,Adrian W. Lange
3845,3845,223843,Sean,Commet,M,55825387600,0.962962963,Sean M. Commet
3850,3850,226613,Kyle,Barbary,H,16549165900,0.923076923,Kyle Barbary
3851,3851,225680,Chen,Li,,7501675575,1,Chen Li
3853,3853,224427,Sebastian,Becker,,9636463600,1,Sebastian Becker
3854,3854,231977,Ana,Gainaru,,35078318800,1,Ana Gainaru
3855,3855,227360,Karl,Rupp,,35771583800,1,Karl Rupp
3856,3856,227358,Shiyuan,Gu,,55999219700,1,Shiyuan Gu
3857,3857,226569,Bo,Xu,,37022633100,1,Bo Xu
3858,3858,225984,Yuki,Kameya,,24177364700,1,Yuki Kameya
3867,3867,227510,Zhongqiang,Hu,,56542097000,1,Zhongqiang Hu
3868,3868,226733,Nathan,Siladke,A,35424455600,0.96969697,Nathan A. Siladke
3869,3869,231878,Ryan,Klein,A,56520777400,0.96,Ryan A. Klein
3871,3871,225693,Qiuying,Chang,,56073411800,1,Qiuying Chang
3873,3873,225140,Michael,Johnson,C,55561341100,0.971428571,Michael C. Johnson
3874,3874,225455,Ho Jin,Sun,,56316920600,1,Ho Jin Sun
3876,3876,232435,Xiaocheng,Zou,,55791407100,1,Xiaocheng Zou
3880,3880,232096,Kewei,Lu,,54880697200,1,Kewei Lu
3887,3887,225471,Jenny,Hedlund,K,56026579300,0.967741935,Jenny K. Hedlund
3893,3893,226498,Yi,Zhang,,55147034300,1,Yi Zhang
3894,3894,227655,Yi,Deng,,55277388200,1,Yi Deng
3896,3896,227244,Ammar,Abdilghanie,M,16644824600,0.974358974,Ammar M. Abdilghanie
3901,3901,228054,Michele,Battistoni,,36093861700,1,Michele Battistoni
3905,3905,227835,Jake,Bucher,D,56134989100,0.916666667,Jake Bucher
3906,3906,231826,Jonathan,Whitmer,K,35752609300,0.972972973,Jonathan K. Whitmer
3911,3911,229602,Hao,Zhu,,55655975300,1,Hao Zhu
3913,3913,229360,Hao,Zha,,36462977800,1,Hao Zha
3924,3924,231830,Chaoran,Yang,,36005066000,1,Chaoran Yang
3936,3936,232548,Houjun,Tang,,55838750500,1,Houjun Tang
3941,3941,231441,Yin,Lu,,55376598000,1,Yin Lu
3950,3950,231981,Zhaoyu,Wang,,54380891900,1,Zhaoyu Wang
3951,3951,232313,Bokan,Chen,,56372611600,1,Bokan Chen
3952,3952,232166,Mu,Wang,,56211541800,1,Mu Wang
3953,3953,231439,Nicholas,Horelik,E,25651292300,0.972972973,Nicholas E. Horelik
3958,3958,232182,Priyanka,Ghosh,,55841315500,1,Priyanka Ghosh
3959,3959,232183,Sayan,Ghosh,,26653531000,1,Sayan Ghosh
3960,3960,232707,Radu,Tudoran,M,24759587200,0.923076923,Radu Tudoran
3977,3977,231608,Zachary,Gima,T,56358932000,0.965517241,Zachary T. Gima
3983,3983,231623,Madeline,Norgaard,J,56112771600,0.974358974,Madeline J. Norgaard
3990,3990,231857,Jonathan,Bachman,,56372310600,0.914285714,Jonathan E. Bachman
4010,4010,231917,Jonathan,Donadee,R,54418652000,0.941176471,Jonathan Donadee
4012,4012,232698,Joo Hwan,Lee,,56147634700,1,Joo Hwan Lee
4021,4021,232692,Enerel,Munkhzul,,56358916000,1,Enerel Munkhzul
4022,4022,233145,Hyong Jun,Kim,,55749359600,0.96,Hong Jun Kim
4035,4035,232708,Matthew,Miller,J,7406533865,0.909090909,Matthew P. Miller
4041,4041,59096,Michael,Vilim,J,56003298100,0.928571429,Michael Vilim
4052,4052,5107,Robert,Kleb,,7004177649,0.909090909,Robert Klie
4055,4055,11020,Richard,Konecny,S,7004170539,0.9375,Richard Konecny
4056,4056,12796,George,Crabtree,W,7101695109,0.971428571,George W. Crabtree
4059,4059,14266,Gian,Felcher,P,7006743128,0.965517241,Gian P. Felcher
4068,4068,20560,Nghi,Lam,Q,55570150900,0.952380952,Nghi Q. Lam
4069,4069,21242,Romesh,Kumar,,7406018769,1,Romesh Kumar
4077,4077,27599,Carol,Giometti,S,7005747347,0.96969697,Carol S. Giometti
4080,4080,30442,Marcos,Grimsditch,H,23021302600,0.944444444,Marcos Grimsditch
4082,4082,30958,Richard,Doctor,D,7005039926,0.96969697,Richard D. Doctor
4084,4084,34807,Millicent,Firestone,A,7006908075,0.976744186,Millicent A. Firestone
4085,4085,34970,Bogdan,Dabrowski,,7006343014,1,Bogdan Dabrowski
4088,4088,36061,Orlando,Auciello,H,7005859096,0.941176471,Orlando Auciello
4089,4089,36705,Deborah,Hanson,K,7201616252,0.96969697,Deborah K. Hanson
4091,4091,37859,Ronald,Fisher,E,13411470600,0.967741935,Ronald E. Fisher
4092,4092,39124,Bassam,Jody,J,7003420631,0.962962963,Bassam J. Jody
4094,4094,39304,Mark,Petri,C,7103104337,0.96,Mark C. Petri
4105,4105,47222,Jennifer,Mawdsley,R,7005706760,0.974358974,Jennifer R. Mawdsley
4107,4107,48766,Zikri,Yusof,M,7003467625,0.916666667,Zikri Yusof
4111,4111,85300,Mark,Schlossman,L,7004264112,0.971428571,Mark L. Schlossman
4113,4113,50340,John,Bresnahan,M,35917624200,0.933333333,John Bresnahan
4114,4114,50490,Kenneth,Nollett,,6603640666,0.909090909,Kenneth M. Nollett
4116,4116,51386,Yuxin,Wang,,35226138200,1,Yuxin Wang
4117,4117,51612,Anthony,Chan,K,55465240300,0.923076923,Anthony Chan
4119,4119,86319,Peter,Burns,C,55357282200,0.962962963,Peter C. Burns
4121,4121,51919,Kevin,Rogers,J,35320510500,0.923076923,Kevin Rogers
4122,4122,52182,Jon,Hiller,M,35497529500,0.96,Jon M. Hiller
4124,4124,52394,Tripti,Khare,,6506077721,1,Tripti Khare
4125,4125,52397,Jay,Larson,W,7202866440,0.909090909,Jay Larson
4130,4130,53737,Weronika,Walkosz,M,23006771000,0.941176471,Weronika Walkosz
4132,4132,53691,Darius,Buntinas,T,7801376208,0.9375,Darius Buntinas
4134,4134,88417,Simonida,Grubjesic,,6507889355,1,Simonida Grubjesic
4138,4138,54640,Rachana,Ananthakrishnan,,14051682800,1,Rachana Ananthakrishnan
4139,4139,72171,Norbert,Scherer,F,7005108597,0.971428571,Norbert F. Scherer
4141,4141,64284,Utpal,Chatterjee,,54408137100,1,Utpal Chatterjee
4142,4142,64408,Michael,Treacy,M,7006536421,0.941176471,Michael M J Treacy
4143,4143,55004,Zinetula,Insepov,Z,55626939900,0.972972973,Zinetula Z. Insepov
4144,4144,65092,Michael,Harpham,R,35188885000,0.971428571,Michael R. Harpham
4145,4145,55406,Gayathri,Gopalakrishnan,,15848510400,1,Gayathri Gopalakrishnan
4146,4146,55523,Qiaoling,Jin,,56530093200,1,Qiaoling Jin
4148,4148,215959,Victor,Vakaryuk,I,6603173617,0.9375,Victor Vakaryuk
4153,4153,55903,Junbing,Yang,,42263069300,1,Junbing Yang
4157,4157,56412,David,Comstock,J,16686554000,0.96969697,David J. Comstock
4160,4160,66382,Shanshan,Liu,,39561387100,1,Shanshan Liu
4161,4161,56150,Celine,Goulet,T,36548016400,0.928571429,Celine Goulet
4162,4162,58598,Luis,Ortega,H,56397749200,0.962962963,Luis H. Ortega
4164,4164,56370,Arkalgud,Ramaprasad,,7003345393,1,Arkalgud Ramaprasad
4168,4168,56606,Taehun,Lee,,55731227100,1,Taehun Lee
4170,4170,57596,Shashikant,Manikonda,L,12345625800,0.977777778,Shashikant L. Manikonda
4172,4172,67510,Jesse,Ward,D,55547113466,0.909090909,Jesse Ward
4175,4175,56962,Dusan,Tripkovic,V,23480601600,0.971428571,Dusan V. Tripkovic
4177,4177,59287,Aggelos,Katsaggelos,K,7102711302,0.976744186,Aggelos K. Katsaggelos
4178,4178,56951,Lucia,Liljegren,M,36936608900,0.9375,Lucia Liljegren
4179,4179,201301,Kenneth,Davis,E,7403213622,0.903225806,Kenneth J. Davis
4181,4181,57524,Jeffrey,Greeley,P,56268000500,0.971428571,Jeffrey P. Greeley
4182,4182,69200,Yong-Tae,Kim,,36066147700,0.916666667,Yong Tae Kim
4185,4185,57233,Xiaoyan,Zeng,,35073347700,1,Xiaoyan Zeng
4186,4186,57439,Serge,Nakhmanson,M,6603873527,0.972972973,Serge M. Nakhmanson
4187,4187,68978,Yung-Jin,Hu,,56298445100,0.909090909,Yung Jin Hu
4189,4189,57446,Peter,Bertone,F,7004042135,0.967741935,Peter F. Bertone
4191,4191,223474,Eva,Nagypal,E,8449666800,0.916666667,Eva Nagypal
4196,4196,59772,Shawn,Ryan,D,47861406800,0.96,Shawn D. Ryan
4197,4197,57828,Aaron,Datesman,M,6507308582,0.96969697,Aaron M. Datesman
4198,4198,57928,Yao,Fan,,24474013400,1,Yao Fan
4199,4199,57848,David,Goodell,J,25651608100,0.928571429,David Goodell
4201,4201,58072,Joseph,Bernstein,P,35084850100,0.972972973,Joseph P. Bernstein
4202,4202,57833,Michael,Moravek,R,53464022900,0.971428571,Michael R. Moravek
4203,4203,58121,Yan,Qin,,56402295700,1,Yan Qin
4204,4204,58864,Rees,Rankin,B,7102093624,0.962962963,Rees B. Rankin
4205,4205,58186,Ilya,Safro,M,13605531100,0.909090909,Ilya Safro
4208,4208,58679,Junling,Lu,,56245715700,1,Junling Lu
4210,4210,82060,Lifen,Yan,,56341906100,1,Lifen Yan
4211,4211,58339,Mengchun,Pan,,55447641900,1,Mengchun Pan
4212,4212,82419,Anjali,Singhal,,36610855500,1,Anjali Singhal
4213,4213,58440,Wei,Weng,,36609279300,1,Wei Weng
4214,4214,226335,Byounghak,Lee,,55502911000,1,Byounghak Lee
4215,4215,218700,Chuan-Ren,Chen,,25723072600,0.928571429,Chuan Ren Chen
4216,4216,58314,Gary,Mattesich,T,6505539974,0.933333333,Gary Mattesich
4217,4217,58327,Saurav,Datta,,23466347400,1,Saurav Datta
4218,4218,58792,Shengwen,Yuan,,15764282700,1,Shengwen Yuan
4219,4219,82717,Naba,Karan,K,8647862000,0.96,Naba K. Karan
4221,4221,58530,Nicholas,Cox,M,51461034000,0.965517241,Nicholas M. Cox
4222,4222,216290,Waruna,Fernando,S,15755126400,0.9375,Waruna Fernando
4224,4224,83955,Brian,Rolczynski,,25822802500,1,Brian Rolczynski
4225,4225,82890,Byron,Freelon,K,12244928600,0.928571429,Byron Freelon
4226,4226,58468,Michael,DeVries,J,7005002692,0.971428571,Michael J. DeVries
4229,4229,58676,David,Carroll,L,37046819600,0.928571429,David Carroll
4230,4230,59201,Junjing,Zhao,,53980762400,1,Junjing Zhao
4231,4231,201544,Mark,Meyer,J,55463391600,0.909090909,Mark Meyer
4232,4232,83233,Neil,Schweitzer,M,35345741500,0.971428571,Neil M. Schweitzer
4233,4233,58786,Allan,Espinosa,M,27367715600,0.933333333,Allan Espinosa
4234,4234,59024,Vennesa,Williams,O,55319834000,0.972972973,Vennesa O. Williams
4235,4235,59239,Brittany,Nelson-Cheeseman,B,13606963100,0.981818182,Brittany B. Nelson-Cheeseman
4237,4237,58898,Seth,Quackenbush,D,24344726800,0.941176471,Seth Quackenbush
4239,4239,83786,Esmeralda,Yitamben,N,14523802600,0.975609756,Esmeralda N. Yitamben
4240,4240,59023,Erica,DeMarco,J,55217517900,0.903225806,Erica J. Demarco
4241,4241,58993,Matthew,Wetstein,J,35228210200,0.972972973,Matthew J. Wetstein
4242,4242,59163,Hui,Xiong,,7201935465,1,Hui Xiong
4243,4243,58858,Stacy,DeCrane,N,55639003600,0.928571429,Stacy DeCrane
4244,4244,59105,Ramachandran,Subbaraman,,56287100800,1,Ramachandran Subbaraman
4246,4246,59330,Kuldeep,Mistry,K,24344525500,0.933333333,Kuldeep Mistry
4249,4249,84315,Bin,Liu,,55574234468,1,Bin Liu
4252,4252,58983,James,Dinan,S,18037249900,0.916666667,James Dinan
4254,4254,59210,Hyejung,Hur,,24597570700,1,Hyejung Hur
4256,4256,59853,Jing,Fu,,36143805300,1,Jing Fu
4257,4257,84947,Haojuan,Wei,,55272420300,1,Haojuan Wei
4259,4259,59419,Ying,Jia,,55307908500,1,Ying Jia
4260,4260,59418,Lei,Fang,,55703009000,1,Lei Fang
4261,4261,59510,Ke,Wang,,55669233200,1,Ke Wang
4262,4262,59293,Xuan,Gao,,55584796532,1,Xuan Gao
4266,4266,59525,Olga,Tkacheva,Y,21733871800,0.928571429,Olga Tkacheva
4267,4267,216138,Fikile,Brushett,R,35489877400,0.971428571,Fikile R. Brushett
4270,4270,205616,Kyler,Kuehn,W,7005886779,0.962962963,Kyler W. Kuehn
4271,4271,59551,Chunxing,She,,8845344400,1,Chunxing She
4272,4272,59604,Bin,Liu,,55574234468,1,Bin Liu
4275,4275,59607,Tu,Truong,T,56533240600,0.956521739,Tu T. Truong
4276,4276,59512,Glen,Ferguson,A,15026279700,0.967741935,Glen A. Ferguson
4277,4277,59852,Handan,Yildirim,,11940742000,1,Handan Yildirim
4278,4278,59596,Bonil,Koo,,7101738326,1,Bonil Koo
4281,4281,59523,Donghan,Kim,,55553741848,1,Donghan Kim
4282,4282,206079,Pablo,Gurman,,37012048400,1,Pablo Gurman
4284,4284,59579,Jens,Niklas,,6701657652,1,Jens Niklas
4286,4286,59585,Tawatchai,Petchsingto,,35192262600,1,Tawatchai Petchsingto
4287,4287,59699,Jieqiu,Chen,,35214326500,1,Jieqiu Chen
4288,4288,59617,Julian,Sweet,,10641081800,1,Julian Sweet
4289,4289,59608,Sergey,Baryshev,V,15729226600,0.971428571,Sergey V. Baryshev
4290,4290,59593,Andi,Barbour,M,53663280800,0.923076923,Andi Barbour
4291,4291,59668,David,Wilson,J,7410085733,0.965517241,David J. Wilson
4292,4292,97509,Kurt,Francis,,55113712700,1,Kurt Francis
4293,4293,59610,Jasper,Van Wezel,,9241285600,1,Jasper Van Wezel
4294,4294,59605,Aslihan,Sumer,,14123892700,1,Aslihan Sumer
4296,4296,210144,Jianglan,Shui,,55386828700,1,Jianglan Shui
4297,4297,59831,Leyi,Zhu,,13606878300,1,Leyi Zhu
4298,4298,59765,Sidharth,Kumar,,25927204300,1,Sidharth Kumar
4299,4299,59912,Aswin,Kannan,,37057588600,1,Aswin Kannan
4300,4300,213095,Chunrong,Yin,,10041022700,1,Chunrong Yin
4302,4302,211554,Aaron,Knoll,M,14822240400,0.916666667,Aaron Knoll
4304,4304,214266,Aeraj,Haque,U,54796513200,0.962962963,Aeraj Ul Haque
4305,4305,213412,Daniel,Lowell,I,27867811600,0.928571429,Daniel Lowell
4307,4307,215859,Badri,Shyam,,24377193600,1,Badri Shyam
4309,4309,59768,Miles,Lubin,C,54583966100,0.916666667,Miles Lubin
4310,4310,211378,Jun,Zhang,,55505424400,1,Jun Zhang
4311,4311,216217,Gokhan,Altinay,,13405827700,1,Gokhan Altinay
4313,4313,217619,Joan,Vila Comamala,,25823430200,0.944444444,Joan Vila-Comamala
4314,4314,59854,Joseph,Terdik,Z,55328276800,0.967741935,Joseph Z. Terdik
4315,4315,59953,Lauren,Valentino,D,55968207800,0.941176471,Lauren Valentino
4316,4316,210997,Elijah,Thimsen,,24072097500,1,Elijah Thimsen
4317,4317,211391,Helmut,Schultheiss,,23486907600,1,Helmut Schultheiss
4318,4318,217492,Katrin,Vogt,,56242985000,1,Katrin Vogt
4319,4319,59837,Charles,Harmata,M,56503918500,0.9375,Charles Harmata
4321,4321,213658,Alanna,Pawlak,S,56026329200,0.928571429,Alanna Pawlak
4326,4326,215822,Kevin,Nichols,P,23012806900,0.967741935,Kevin P. Nichols
4327,4327,215773,Gustav,Wiberg,K,23013135700,0.9375,Gustav K H Wiberg
4328,4328,217212,Chen,Chen,,55664378400,1,Chen Chen
4330,4330,217405,Yongsheng,Pan,,13609638000,1,Yongsheng Pan
4331,4331,216028,James,Gumbart,C,8553717000,0.967741935,James C. Gumbart
4333,4333,217531,Peng,Du,,27168246200,1,Peng Du
4334,4334,216285,Ming,Liu,,56517197100,1,Ming Liu
4337,4337,216755,James,Enterkin,A,25027583900,0.96969697,James A. Enterkin
4339,4339,217326,Maxim,Nikiforov,P,7004225639,0.971428571,Maxim P. Nikiforov
4340,4340,217702,David,Willingham,G,24377145900,0.972972973,David G. Willingham
4343,4343,219211,Wei,Liu,,56204536400,1,Wei Liu
4344,4344,217877,Kyrrilos,Youssef,,56526588000,1,Kyrrilos Youssef
4345,4345,218931,Xin,Tan,,36706723500,1,Xin Tan
4347,4347,218419,Xiabing,Xu,,55658527000,1,Xiabing Xu
4348,4348,218798,Noam,Goldberg,,36470082300,1,Noam Goldberg
4351,4351,218533,Shikha,Jain,,55537768100,1,Shikha Jain
4352,4352,219061,Abon,Chaudhuri,,27567557000,1,Abon Chaudhuri
4353,4353,218155,Amit,Tailor,N,53878505400,0.962962963,Amit N. Tailor
4355,4355,219109,Zhenxin,Zhong,,55647165702,1,Zhenxin Zhong
4356,4356,218480,Bo,Liu,,55536934900,1,Bo Liu
4357,4357,219062,Seong Jo,Kim,,36637612200,1,Seong Jo Kim
4358,4358,220977,Yi,Liu,,55881878000,1,Yi Liu
4360,4360,218312,Alexander,Bara,T,56204918800,0.96969697,Alexander T. Bara
4367,4367,225450,Benjamin,Pichler,K,54795522600,0.941176471,Benjamin Pichler
4371,4371,219099,Shan,Jin,,55587102300,1,Shan Jin
4373,4373,219892,Pingwu,Du,,14022603400,1,Pingwu Du
4380,4380,219484,Erin,Iski,V,15127102900,0.956521739,Erin V. Iski
4383,4383,218701,Ulises,Ricoy,M,55360085900,0.965517241,Ulises M. Ricoy
4388,4388,219467,Miguel,Miranda,A,55352007700,0.933333333,Miguel Miranda
4391,4391,221029,Shenshen,Li,,56488621300,1,Shenshen Li
4395,4395,221695,Arief,Wibowo,C,36658256100,0.965517241,Arief C. Wibowo
4396,4396,222050,Kan-Sheng,Chen,,35182599200,0.928571429,Kan Sheng Chen
4398,4398,225417,Christine,James,N,55936678600,0.9375,Christine James
4399,4399,221522,Jin Sik,Cheon,,7004902062,1,Jin Sik Cheon
4400,4400,221384,Kenneth,Leslie,L,56350961800,0.933333333,Kenneth Leslie
4401,4401,223140,Joy,Racowski,M,31067521500,0.965517241,Joy M. Racowski
4402,4402,222098,Christian,Proff,,35226694500,1,Christian Proff
4403,4403,222198,William,Miller,E,7406061391,0.941176471,William E B Miller
4404,4404,223050,Kangkang,Wang,,55701574400,1,Kangkang Wang
4408,4408,222900,Chen,Chen,,55664378400,1,Chen Chen
4415,4415,224191,Daniela,Polino,,35722879400,1,Daniela Polino
4416,4416,223741,Wencong,Su,,36678172400,1,Wencong Su
4418,4418,223503,Leighton,Roberts,E,56358842800,0.941176471,Leighton Roberts
4420,4420,225156,Yi,Ding,,35241887200,1,Yi Ding
